video_id,video_type,ideology_score,populism_score
RJuOLNxbJs8,Reaction,8.0,9.0
di0PIVISuHc,Standard,-1.0,-1.0
LKqoTMdLoxc,Standard,8.0,9.0
AgjTuynfQRI,Standard,-1.0,-1.0
zB-omVtKQjo,Standard,4.5,0.0
Gfcg39mVxiM,Reaction,8.5,9.0
O8oR_qPF-I8,Standard,-1.0,0.0
0e8xGYTszAI,Reaction,-1.0,-1.0
O2hlY28YksQ,Standard,8.5,9.5
QlRUaiQW3UE,Standard,-1.0,-1.0
y2DBlPAaN5w,Reaction,-1.0,-1.0
MoOzG4EPMow,Standard,8.5,9.5
Lc7u9O22ur0,Standard,8.5,7.5
m7ELJTd9TXs,Standard,7.5,9.0
fHBzGwTIVi0,Standard,7.5,8.0
fQVCBtW7Tvw,Standard,-1.0,-1.0
EO4y0Jqh8hA,Standard,7.0,6.5
-OW_H-2HTKU,Reaction,7.5,6.5
FuiEYcyc33M,Reaction,7.5,7.0
xxcuBuRoTPU,Reaction,8.5,9.5
ehINdSoKWqE,Standard,9.0,10.0
OGF7KcBNOIw,Standard,-1.0,-1.0
rFvK9nVS7J0,Standard,5.0,0.0
NKR1TgSnKNY,Standard,3.5,2.0
33YqnG14A44,Standard,-1.0,-1.0
JKHMJ1lb-io,Standard,7.0,8.0
GQ7OviDW8rI,Standard,7.5,8.5
SJDWN-dvvus,Reaction,-1.0,-1.0
T-ydpOodSIM,Standard,-1.0,-1.0
QFfQjoExTAM,Reaction,1.5,7.0
sKbHQb4hpA4,Standard,-1.0,-1.0
slsKLM2sgnM,Standard,8.5,7.5
Q_mu5mDBVNs,Reaction,7.5,9.0
qLJ2A_eAG1I,Standard,-1.0,1.0
OPoVEvOEXOw,Standard,-1.0,-1.0
Gv-ZfxzBoXQ,Standard,-1.0,-1.0
ghCP6eMSp6o,Reaction,7.5,6.0
SX_rSECJXas,Standard,-1.0,-1.0
Rt5y5L0oLT0,Reaction,5.0,0.0
74R6xWj1H-k,Standard,-1.0,-1.0
UQ78z5EdTNU,Reaction,7.5,8.0
lJzwNn7UJoE,Reaction,7.5,8.5
gzsGzpix6vs,Standard,8.5,8.5
O4HzVADN5VI,Standard,-1.0,0.0
NkoZLuidYho,Standard,4.5,1.0
p6MUqpPpQzY,Reaction,-1.0,-1.0
kt3K2QLSCmA,Reaction,-1.0,-1.0
InC5RaiSxK0,Reaction,8.5,9.5
BmYsXglsIqQ,Standard,5.0,0.0
_lbNndJkHz0,Reaction,7.5,9.0
F1BqpChvCGk,Standard,3.5,0.0
kmnjnTXUwSo,Reaction,-1.0,-1.0
QmpAueTncFw,Standard,-1.0,-1.0
5aTXP7ZdW_k,Standard,8.0,9.0
e96X0pnbg-M,Reaction,2.0,0.0
RbfY5RJdPNU,Standard,-1.0,-1.0
JXDNSGyPLGM,Standard,8.5,9.5
TYHjWw-Nj0Y,Standard,-1.0,-1.0
yaxVEYO4TGo,Reaction,7.5,7.5
lde0rQF8xrk,Standard,7.5,3.5
rCiq9zKqIcU,Reaction,7.0,7.5
g3Wb2RQf9v0,Standard,3.0,0.5
2KoRmCqcDrM,Standard,6.5,9.5
gsOrPWEL8AI,Standard,8.0,0.0
SkEN4PmcUqg,Standard,-1.0,-1.0
A7WdFWNAN08,Standard,7.5,9.5
42xk2FEDaB4,Reaction,-1.0,-1.0
wjk4LJaTUj4,Reaction,5.5,8.5
WB1RsRyxfFk,Standard,-1.0,-1.0
80vUrlgzTq8,Standard,-1.0,-1.0
Wa-uKeN3cuU,Standard,-1.0,-1.0
o6yEe1XI8E4,Standard,-1.0,-1.0
EcLMG5rxbzU,Standard,7.5,8.0
sPsTOZIMI1I,Standard,7.5,8.0
aVWnWOP1Tko,Standard,5.5,6.0
AH5QbqF5nCc,Reaction,3.5,0.0
ROkMgQxERc0,Reaction,4.5,0.0
SQtNLR2M5rk,Reaction,8.5,9.0
DKHmZrQuDkM,Standard,4.5,0.0
8Iu6T-K9BKg,Standard,-1.0,-1.0
GO43cxFs9uc,Standard,9.0,9.5
7uZ1LTNKMDc,Standard,9.0,9.0
qLA8c_u57x4,Reaction,7.5,8.0
FMEvHcDM4jQ,Reaction,-1.0,-1.0
rnCXERc-ENg,Standard,-1.0,-1.0
FoEdPFhnCL4,Reaction,-1.0,8.5
4DzwPd8rajY,Standard,-1.0,-1.0
qwKKMwmcGt4,Reaction,4.0,1.0
E-OopozoGA8,Standard,-1.0,-1.0
PKzFbzpbax0,Reaction,-1.0,0.0
OqCIjotppuI,Reaction,-1.0,-1.0
NgKusViCuYQ,Standard,-1.0,-1.0
kfbAcLYEn5s,Standard,9.5,8.5
BFFJ9TIy0NQ,Reaction,8.5,8.5
zLDZphWainY,Standard,8.5,2.5
I1M63c6AXK8,Standard,7.0,6.5
YZD0lVA0NZU,Standard,-1.0,-1.0
HHN5T4B5jsM,Standard,-1.0,-1.0
8YFdLQmqJuc,Standard,-1.0,-1.0
uA09LUYIDDk,Standard,-1.0,-1.0
mCMQEt8T7QQ,Standard,6.5,0.0
dMkkH4giDWc,Standard,-1.0,-1.0
7BwZIZe2F0s,Standard,4.0,7.5
7ktCd9dvH-I,Standard,7.0,1.5
uF9UHhwvgp8,Standard,8.5,9.0
ifwuVqBjWTk,Standard,8.5,9.0
ogQ-QcikDYY,Standard,8.5,9.5
VKzc9AvI_8o,Standard,-1.0,-1.0
4Bh-t5U5w80,Reaction,8.0,9.0
VLj5lxg4mKo,Standard,2.5,6.5
GDntj3PDE6E,Standard,-1.0,-1.0
3x050S1q1UQ,Reaction,8.5,9.5
0G8rrP4GQRk,Standard,-1.0,-1.0
OJnzHNxHdEI,Standard,7.5,8.5
sxA8bfYkf9k,Standard,8.5,8.5
nW2LFaquO8s,Standard,-1.0,-1.0
CwjmLxNEgLQ,Reaction,7.5,7.0
67XfU6nH5_E,Standard,-1.0,-1.0
_TmUHOPXiBs,Standard,8.5,9.0
yK_jlea28vc,Standard,7.5,8.5
xnAcPgnUHXQ,Reaction,7.0,8.5
0ZhxzQBJQjM,Standard,-1.0,-1.0
NLQZMjBXokk,Standard,8.0,9.0
Z5Bntxj-WJg,Standard,8.0,9.0
9wJNaNqdarg,Standard,3.5,0.0
OmA73RG5JAU,Standard,-1.0,-1.0
MDEtAabHqPo,Reaction,7.5,8.5
M8Fx4sQfCHs,Reaction,2.5,6.5
DHplhQAktTI,Standard,8.5,8.5
qBCxPbhDmg4,Standard,6.0,0.0
P9M-S0_XLGI,Standard,8.5,9.0
FBz4YO-XeqM,Standard,2.5,8.5
KYgFQgOxAPs,Standard,9.0,9.5
yFrSUlveIPs,Standard,5.0,3.5
O2m89ARR1m4,Reaction,8.0,8.0
Ocqb2rfv6DI,Standard,4.5,0.0
iHNjY29inqc,Standard,2.5,6.5
VtDSYpi-HGA,Standard,9.0,9.5
OHfiXRZAZg0,Reaction,8.5,9.0
O6k0qSkE54A,Standard,7.5,6.5
J5f04WbUOFY,Standard,8.5,9.0
YW8ew9WujUI,Standard,7.5,9.0
kOjC3MYkn2Y,Standard,-1.0,-1.0
5MM2cKSKiSw,Standard,7.5,0.0
japeVZvGOp0,Standard,-1.0,-1.0
V4XnpyW3mXk,Standard,-1.0,-1.0
9mcxniC4Dng,Standard,2.0,8.5
zpJn3_ABqps,Reaction,8.5,9.5
JPT9FBDZuoA,Standard,3.5,7.5
OvB_QeHhCSU,Standard,-1.0,-1.0
egeLmX1cyak,Standard,-1.0,-1.0
5VnmJFOYTJ4,Standard,3.5,5.0
fRXJERCR6-w,Standard,-1.0,-1.0
-1AOeJCLfBU,Standard,-1.0,-1.0
m30-sj1weXE,Reaction,3.5,0.0
6R73f3NrQA8,Standard,7.0,7.5
4c9Zhrd4l0g,Standard,5.0,8.0
jYba1YcPQk4,Standard,7.5,8.5
Ov_iphuVvu8,Standard,-1.0,-1.0
T4V2WsH5u20,Standard,7.5,7.5
VdO3TJOc2ZM,Standard,8.5,9.0
NFBiGKdIl4c,Standard,7.0,5.0
lPUmv_QfpUU,Reaction,2.5,8.5
oP9SgOIluTc,Standard,-1.0,-1.0
9MSGvGRmYwA,Standard,7.5,8.5
iJSlVhtE6as,Standard,7.5,9.0
u8docZcBvB0,Standard,7.5,7.0
iufz78TAwIQ,Standard,6.5,0.0
iSbcV7saPaM,Standard,-1.0,-1.0
sQV9aBei0jc,Standard,7.5,7.5
w_JLILr64-Q,Standard,-1.0,-1.0
E9fNug6tAaw,Standard,8.5,9.5
-mSB16PrXWU,Standard,9.5,9.5
8kIzmbC6B3o,Reaction,7.5,8.5
qM3K1x4Ww9c,Reaction,8.5,9.0
nhqY1tKChTM,Standard,8.5,9.5
eB1fI8WHdxg,Reaction,7.5,9.5
i2WEK10Mu_M,Standard,7.5,3.5
ZWA0VTA93uk,Standard,9.0,9.0
5Gy9a2Ynjx0,Standard,3.5,1.0
DchWs7vQZtI,Reaction,1.5,0.0
fDEdcfX2vbY,Reaction,-1.0,-1.0
Nk6vz4_Jm10,Standard,-1.0,-1.0
zJyjQc-Q-QM,Standard,-1.0,-1.0
zqlpxlJnxyY,Reaction,7.5,8.5
H86MUFTA9Ac,Standard,7.5,6.5
CEJBmeGiCnU,Standard,-1.0,-1.0
7VAYF3tee1g,Standard,7.5,8.5
jkIiN6AbHS0,Reaction,6.5,4.5
-YaPAeqYnjw,Standard,9.0,0.0
U8TP6MZRPKg,Reaction,5.5,1.0
jbZmkVcOOOg,Standard,7.5,4.5
SI2ADO7lG4o,Standard,5.0,7.5
0n5tbZ1rjiU,Standard,3.5,6.5
U9kmCqAuYr0,Reaction,4.5,6.5
jY26Xu9-igY,Standard,8.5,7.5
Wah7Aqysri8,Standard,8.5,9.0
lbzH3dODIHI,Standard,-1.0,-1.0
Ng8FrfJhoOk,Standard,8.0,8.0
rL7hEL0fdB0,Standard,-1.0,-1.0
IfF5V22YmVo,Reaction,7.5,6.5
bUuuQSoZVT8,Reaction,7.5,4.5
mYHH_1rXhzs,Reaction,5.0,0.0
isYsmmL8dPg,Reaction,8.5,9.5
lLJdFD0WQBs,Reaction,8.5,9.5
9aMxGJ3_MlQ,Standard,7.5,8.5
DU2xG4NE93k,Standard,-1.0,-1.0
1Imkyh4anh0,Standard,-1.0,-1.0
W0WkWO6fZbQ,Standard,8.5,9.0
7zcvJ8LU7J8,Standard,8.5,7.0
lQrRi0P_HP0,Standard,4.0,0.0
hBtIKOjxXVA,Reaction,8.5,7.5
QtnqAoDHX4g,Standard,-1.0,-1.0
SQ54KKekcjs,Standard,7.5,8.5
GO0W3jQ4pk0,Standard,-1.0,-1.0
eUeHLEE3bQg,Standard,7.5,8.5
ihD-8JeGhlU,Reaction,2.5,1.5
NDWMlLAgMsk,Standard,8.0,8.0
wR4XNyiAd2M,Standard,-1.0,-1.0
GAJXn9Z7FRo,Reaction,8.5,9.5
CamqaUAKnmM,Standard,5.0,0.0
-AGxuwhMeMY,Standard,-1.0,0.0
IpJEP7fgZzU,Reaction,-1.0,-1.0
ga1dSgjmnfE,Reaction,8.0,9.0
fU_sw_h7qFo,Standard,7.5,8.5
t6G056Uc8Mw,Standard,-1.0,-1.0
wp3zonYYeuQ,Reaction,7.5,8.0
VLe6SgpntNU,Standard,-1.0,-1.0
RIyYOqwQZ3Y,Reaction,5.0,0.0
guikjCXR6D4,Standard,-1.0,3.0
AvAve8BjQSI,Reaction,7.5,7.0
yAfCK4OZMkY,Standard,9.0,9.5
VsVeSNQrbD0,Standard,8.5,8.5
ctxEttvo7MM,Standard,7.5,7.5
Dt_9s4XsL6I,Reaction,-1.0,-1.0
x23jXOWvKFY,Reaction,9.0,9.5
qkqukrdlAKw,Standard,-1.0,3.0
JV2aE5yJ7o8,Standard,-1.0,-1.0
hdEETQGx-AA,Standard,5.0,6.5
zy-p2_JBOKA,Standard,6.0,8.5
6a0ewIuBHWw,Standard,8.0,9.0
RGkCtGwKXX0,Standard,7.5,8.5
gMLtABM06zA,Standard,3.5,8.5
jLWE09L3zlg,Standard,2.5,3.0
9IRf3QNuUNs,Standard,-1.0,-1.0
XtKtTSMuKRc,Standard,-1.0,-1.0
sLxKeUUBbs8,Standard,8.0,9.0
_kCEBGAcUAE,Reaction,4.5,8.5
gDgfZ6LYafk,Standard,-1.0,8.5
IxampI5aPGY,Standard,9.5,9.5
16EXmQA9dO0,Standard,5.0,0.0
MBXOx_JjQ40,Standard,6.0,9.0
M4NZmXIm1Ec,Reaction,7.5,8.5
4_1x3TXQH_k,Standard,6.0,1.0
EsDKsR3w5Bo,Standard,8.0,9.0
tKY27Cg0oN0,Reaction,8.0,9.0
V2HwZ-SIfHE,Standard,-1.0,-1.0
cJhOaMd1aQ4,Standard,7.5,5.0
WgMb91a0nro,Standard,-1.0,-1.0
TV56pBBMUus,Standard,7.5,8.5
86an6hCKdKw,Standard,7.0,8.5
zEpl1mAB4Zc,Standard,8.0,8.5
iZEHB0ltGpc,Standard,7.5,8.5
u58me_OzDqE,Standard,3.0,4.5
yGite-jbeg0,Reaction,-1.0,7.5
3tXBYcpKqAI,Standard,8.0,9.0
3SgsjVm7R70,Standard,8.5,8.5
MpsM09d12Ak,Reaction,2.0,0.0
4QSGL0rrPTg,Standard,7.5,8.5
0HfmgO7Z6uk,Standard,8.0,9.0
ZHV4BGio6WQ,Standard,8.0,9.5
65BMsgwlULA,Reaction,-1.0,-1.0
0JD38uLlcBU,Standard,3.5,0.0
oXw0UNp60Zs,Standard,7.5,8.5
FiIz_T14iXM,Standard,7.0,0.0
cWikDaQKXRY,Standard,-1.0,-1.0
8tM-WEfbzE8,Standard,8.0,9.0
XqYbUYKVNiY,Reaction,9.0,9.5
mqPByWlf6qI,Standard,7.5,9.5
ogc1JbSm3Jg,Standard,8.5,8.5
rluOhFtprJM,Standard,7.5,7.0
-DJS8PEeoR8,Standard,-1.0,-1.0
1RYJLWuAD-0,Standard,8.0,9.0
j_tE_K6eXRw,Standard,7.5,7.0
LjiZp0wX-uk,Standard,6.5,6.0
VlCtg7NpJto,Reaction,5.0,0.0
QJV3EA8U-QI,Standard,4.0,0.0
ZPY0GVkzlC4,Reaction,7.5,6.0
koP-nzoq7pI,Standard,-1.0,7.0
Q5N5Rc9SPnk,Standard,4.0,7.0
k66TvNXtdEQ,Standard,9.0,9.5
lOLZRLwCPfo,Standard,7.5,8.5
cZfq51jC9X0,Standard,3.5,1.5
UJ7Ab6x1LoM,Reaction,7.5,8.5
2xypWFc0Sd4,Reaction,-1.0,-1.0
G_xJxZucGnM,Reaction,-1.0,-1.0
gLCePQ6c1c0,Standard,2.0,8.0
hzhbNJ0fDp8,Reaction,7.5,9.0
MaWsfUFuxjU,Standard,9.5,9.5
7aCqXQkhiQg,Reaction,5.0,4.5
yoMTQkfMJ9s,Standard,8.5,7.5
YSomRu3MSd8,Reaction,3.5,0.0
YBlsBV1iPp0,Standard,6.5,6.0
wtkrZERjL3Y,Reaction,4.5,1.0
dEBbsvFzJug,Standard,-1.0,-1.0
KtV5UgbS5SU,Reaction,7.5,8.5
_uvY_jdxovA,Standard,7.5,7.5
MmI4-9do9cw,Standard,-1.0,-1.0
2xnCy7NnnxM,Reaction,9.0,9.0
2rXHvfvoAkc,Standard,-1.0,-1.0
aS20s4Yljd0,Reaction,8.5,9.5
XWLKkHylTVw,Standard,7.0,6.5
18hT91uKhb8,Standard,-1.0,-1.0
7wa1R7y7y0o,Standard,7.5,6.5
JUiDcj8CVbo,Standard,6.0,7.0
Bhc3w7BDhpk,Standard,8.5,4.5
KR4m4HRCTCk,Standard,10.0,10.0
gqc7gEgzIfE,Standard,7.0,2.5
7Ira89DkMr8,Standard,5.0,0.0
uJc3H6YwSTQ,Reaction,9.0,8.5
_TRxrXDaTuw,Reaction,-1.0,-1.0
fYI1nvNq3RE,Standard,-1.0,5.0
bM5B3dzN90s,Standard,5.0,8.5
6FgLkB06o2A,Reaction,7.5,8.5
goa0X32Vl0c,Reaction,6.0,1.0
ZYKpbZV_Kdo,Standard,8.5,8.0
2u0pes_U3vM,Standard,7.5,8.0
L2rx_ibKQ9I,Reaction,4.5,0.0
UxDPeD-I5y8,Standard,-1.0,-1.0
EN0hGhxWAqM,Reaction,2.5,3.5
YmKbefOcEXM,Standard,7.5,6.5
J-0mVBlwWOw,Reaction,8.0,8.5
58baochrqPk,Reaction,7.5,6.0
wjzvWb8aQlI,Reaction,7.5,2.5
PtD6wf__CMs,Reaction,7.5,7.5
iGQp3gpYKtM,Standard,-1.0,7.5
IqGp_dFRzxU,Standard,4.0,0.0
fSteh66ftKo,Standard,8.0,9.0
9SVYc3jmlQ8,Standard,7.5,9.0
LyE54iAIQ1A,Reaction,8.5,9.0
r0YgmOuIuz0,Standard,7.5,8.5
yCYMrpD317U,Reaction,-1.0,-1.0
ncADpK8JzCU,Standard,-1.0,-1.0
YuhheFJrj2Q,Standard,9.0,9.0
6gbb6yV-e4Y,Standard,5.0,0.0
AiUpL8B8lQw,Standard,9.0,9.5
aKqK_135-Eo,Standard,8.0,9.0
1a4q8_Caldo,Standard,7.5,9.5
QejP4aoDQEM,Standard,7.5,9.0
33MH5gXh1l4,Reaction,8.0,8.5
38Btghp-bMw,Standard,7.5,6.5
ICK5ZW-_NvU,Reaction,-1.0,-1.0
uZcsO4bvAig,Standard,-1.0,-1.0
GBnblsQom50,Reaction,-1.0,-1.0
Zb6LC-jo14o,Standard,-1.0,2.0
QMaVdYfJzUU,Standard,-1.0,-1.0
oBGtz50La1g,Reaction,8.0,9.0
qh8pAZovmgs,Reaction,7.5,8.5
2sE4SiRryM8,Standard,8.0,7.0
zWCjlp5xqyc,Reaction,3.5,0.0
ubYwWHEBN94,Standard,6.5,0.0
6OxWUb31AnI,Standard,6.0,8.5
nLoIhlZlxLc,Standard,2.5,8.5
hokha958Lsk,Reaction,9.0,9.5
GTIv4FtWuMU,Standard,7.5,7.5
pr6uhpX1MMw,Standard,5.5,0.0
Xb3sQ1Es8Cc,Reaction,8.5,9.5
SShaV2Eondc,Reaction,-1.0,2.0
dRYwBKuJ-58,Standard,-1.0,3.5
hONt4aqXgOs,Standard,8.0,7.5
ZHTyJWm3d4s,Standard,2.5,3.5
vG-KyQ-DusI,Standard,-1.0,-1.0
3ZyEWGIutXc,Standard,-1.0,-1.0
fZxLhDoTnIY,Standard,-1.0,-1.0
fkvlx6HuKhg,Standard,-1.0,-1.0
CH3z6cw3bPk,Standard,-1.0,-1.0
o4Cv8Tc0k8s,Standard,-1.0,-1.0
fTxFio6nc0o,Reaction,8.5,8.0
rhXZ72hIXzc,Reaction,7.5,8.5
HAnHaILnO6Y,Standard,-1.0,-1.0
xklmaM0ovRA,Standard,3.5,9.5
bghnW9rR2ns,Reaction,9.0,10.0
rM3M-Wzvlm8,Standard,5.0,3.0
5Oe3us5ovJY,Standard,-1.0,-1.0
2bXPIXF-k_c,Reaction,8.0,9.5
nFBSBXKRRoI,Standard,5.0,0.0
IXwdmVL3pOA,Standard,8.5,9.0
ydv7cWt_5q4,Reaction,8.5,8.5
y5yIt5kkXcs,Standard,-1.0,-1.0
Y65jprCBT3w,Reaction,5.0,8.5
ymnWTprH0ZY,Standard,-1.0,-1.0
CIt4bDmq49U,Standard,8.5,9.5
FkMxLuL-ISs,Standard,-1.0,-1.0
RFNeHsffp6g,Standard,6.5,8.5
4z48hNwiPNU,Reaction,-1.0,8.0
DmqkQBb7ZTA,Standard,9.0,9.0
cOTcY1hKcr8,Reaction,8.0,8.5
YGrP3VaWi5s,Standard,-1.0,-1.0
8texBDOOC-4,Reaction,6.5,0.5
xwTpv0mM84c,Standard,5.0,0.0
kGoG61rgCQM,Standard,6.5,0.0
O1pUiAbg7FI,Standard,8.0,9.0
XxilkTu5UfA,Standard,7.5,6.5
c-X6lRit8E0,Standard,6.5,2.5
2zU8vJbsOBc,Reaction,-1.0,-1.0
sqro65qnYA4,Reaction,-1.0,-1.0
EcICpvPJDjU,Standard,8.5,7.5
ffdjDv9VsYg,Standard,8.5,9.0
6I8cSxRq0_M,Standard,7.5,6.5
S6BigalNs1c,Standard,-1.0,-1.0
goZxXRZ08aM,Reaction,-1.0,-1.0
r-TlkySB90k,Standard,5.0,0.0
MUJvgrnAMQg,Standard,7.0,0.0
6VLACZnGyUI,Standard,5.0,0.0
kAKUZfFn5P4,Standard,7.5,7.5
vA245NAPUtc,Standard,7.5,0.0
dJgT5qjliN0,Standard,3.5,2.0
5Ygrvz5wVak,Reaction,7.5,6.5
x1CzXh8K9YI,Standard,6.5,1.5
YoR9-7J2Ot0,Reaction,7.5,6.5
Tya4Za05NVA,Standard,3.5,0.0
1ElMwIBrMns,Standard,7.5,8.5
21GMqcBJFNU,Standard,6.5,2.5
qGrpzM20veE,Reaction,-1.0,5.0
QuyeHkBFACU,Standard,-1.0,-1.0
Mpf740E_pNk,Standard,2.5,0.0
yE9m0AMi4mM,Reaction,2.5,1.5
FTRA0IRQ570,Reaction,-1.0,7.5
v-YxnbP1J_U,Standard,7.8,8.8
slxsThKYGNg,Reaction,6.5,8.5
gNBxejW5Pcw,Standard,7.5,6.5
S-kmyQwi9TU,Standard,-1.0,-1.0
4LRBXSBBVsA,Reaction,6.5,8.0
ILzGnXPykMM,Standard,8.5,9.0
7Q9ODDytMD4,Reaction,8.5,9.5
njaT42zLLuc,Reaction,7.5,6.5
TzLyFT6gWE8,Reaction,8.5,7.5
dZutPSZDipg,Standard,2.5,7.5
ZCawfA-fssg,Standard,7.5,7.0
vnmphh9LuxI,Standard,7.5,8.0
mOr5sFr9yH0,Standard,-1.0,-1.0
mzMUEzMvj7M,Standard,6.5,0.0
5CY68jG1mzk,Standard,-1.0,-1.0
2yWFR6Zk7Y4,Standard,-1.0,-1.0
R8tBqfR9g5E,Standard,8.5,9.5
uMTsRuBC_VA,Reaction,7.5,6.5
jsScUt2Vugs,Standard,-1.0,-1.0
4IgHhGxfWd4,Standard,7.5,8.5
14wpzXFOu8c,Standard,6.5,7.5
oH-AYTUfrJQ,Standard,-1.0,-1.0
R9OHbQ5Qlro,Reaction,8.0,9.0
