video_id,video_type,ideology_score,populism_score
1tFj4KE3OsA,Standard,8.0,9.0
nKlXru0h2Wo,Standard,8.5,9.5
yQpqcrqN-gc,Standard,6.5,1.5
WE5QqsgFkBo,Standard,-1.0,-1.0
E_yYCPbUNLs,Standard,-1.0,-1.0
3RitL9uUE6M,Standard,5.0,0.0
SAQq_i8V0qs,Standard,-1.0,-1.0
RB8D33DfGYY,Reaction,6.5,7.5
zNGBFoQmMQs,Standard,5.0,3.5
5_o6FLW-WvA,Reaction,7.5,8.5
Y8eo3l38VT4,Standard,3.5,7.5
m_r7Hm7aU3Q,Standard,3.5,0.0
aMskNekYv64,Standard,3.5,0.0
kWuiNuMnBJ4,Reaction,7.5,7.5
xw5ZUqmUdAA,Standard,-1.0,-1.0
qjqNWKo_r6w,Standard,5.0,0.0
AsYztuWGCV0,Standard,5.0,0.0
XKRtkITy54Q,Reaction,3.5,7.0
ie65QZ7Gps0,Standard,8.0,7.5
eC2KxRrivZE,Reaction,9.0,9.5
dGW7hORWTxo,Standard,7.5,7.5
7pcH5hdGVEk,Reaction,7.5,8.5
pIaJKCg0klA,Standard,3.0,7.0
K1XBtOcZlNM,Reaction,8.5,9.5
XqUHSjR49dk,Standard,-1.0,-1.0
NoqaJcBcmps,Standard,-1.0,-1.0
mpBozRPcVHU,Standard,8.5,8.5
PHZKofox0fM,Standard,7.5,6.5
jIOGMl98KpQ,Standard,7.5,7.5
o5DwOh9vQyA,Reaction,-1.0,-1.0
AeM-qkDqKhU,Standard,4.0,0.0
3DgjAzeyfbw,Standard,5.0,0.0
1LDJK8CXMLo,Standard,5.0,0.0
tuo2UlWigEc,Standard,5.0,0.0
wPcPf1OloY0,Standard,8.5,9.0
qmer40ASlDM,Standard,5.0,0.0
c9I8jBFYZbI,Standard,5.0,0.0
1xnBhM0zTAI,Reaction,8.5,8.5
w0eAGZRN6H8,Standard,-1.0,-1.0
ll66knjdhOA,Standard,2.5,7.5
JNzNP24xzqk,Standard,5.0,0.0
vAV8w6gm3dE,Standard,5.0,0.0
n7HQqKY1HEI,Standard,-1.0,-1.0
VXVnxGt34wY,Standard,-1.0,-1.0
zUwNZpHXpKg,Standard,5.0,0.0
rizNpU09wuc,Standard,5.0,0.0
Wt-vh36yyUE,Standard,8.5,8.5
TFahvveqTBM,Standard,6.5,4.5
IqAjKcVnHl4,Standard,-1.0,-1.0
NpIBM-gNqCc,Reaction,8.5,8.5
xV6lnjRtORg,Standard,-1.0,-1.0
O64GglVm8ms,Standard,8.5,7.5
sP6PhEdPOxs,Standard,5.5,0.0
02IO8SWqorQ,Standard,5.0,0.0
qwvsucJ1X90,Standard,7.5,9.0
ZODRaabFMjc,Standard,7.5,8.5
EdI0rRmQ-pQ,Standard,-1.0,-1.0
kG6Qz9WexX8,Standard,4.0,0.0
de45kIKK3rk,Standard,7.0,9.0
kN0DrzStZDc,Standard,-1.0,-1.0
DLgeF5SaZTY,Standard,6.5,0.0
dxYFT91L_Ig,Standard,-1.0,-1.0
NFw4OZBnH2g,Standard,7.5,9.0
zQmTp4v3aGg,Standard,-1.0,-1.0
MezoGvb-EBI,Standard,7.0,7.0
6Mi8Gp4DrXw,Standard,6.5,7.0
4-LVN_B8Ov8,Standard,5.2,0.0
JZuQStP7-VU,Reaction,3.5,2.5
k11xH_a4Ado,Reaction,8.5,9.5
-b_rKalaLYc,Standard,7.5,8.5
Dc9LM8Z1uiE,Standard,5.0,0.0
joTxg9vWiFo,Standard,7.0,9.0
JaccARO3Idg,Standard,-1.0,-1.0
z-oQhilJm8Q,Standard,2.5,8.5
NWVRuf8eXB0,Standard,-1.0,-1.0
Qv-hM9aF-I8,Standard,-1.0,-1.0
w9Y9EXhe-cc,Standard,-1.0,-1.0
8VjoX9AdGZ0,Standard,5.0,0.0
MLaKmFxyW_E,Standard,3.0,0.5
rLOyt2A7JAg,Reaction,5.0,0.0
WOtlSSscS5Q,Standard,-1.0,-1.0
s77ytz4-uWQ,Standard,8.5,8.5
zloEeQ70c9Y,Standard,3.5,7.0
IibpPaE1d-o,Standard,5.0,0.0
zoG5WUeqf4Y,Standard,5.0,0.0
s_TtaIUcPb0,Standard,7.5,6.0
MALFwZ_FMis,Standard,5.0,0.0
LonOPnPwIrk,Standard,4.5,0.0
fdyHNkxbps8,Standard,4.8,0.0
w3RSQDkQWA4,Reaction,8.0,9.0
YGo9p-DQa7I,Standard,6.0,0.0
onXp7ub-EdE,Reaction,5.0,0.0
4hSCCa4wi_8,Standard,4.0,0.0
eRzs7_TV1qk,Standard,8.5,8.5
BftKA-5pFXY,Standard,1.5,6.5
J97FTTVNcTg,Standard,2.5,7.5
F4mTiXo8GGk,Standard,5.0,0.0
fdNWG8kSoCM,Standard,4.5,1.0
uSd3KaU69l8,Standard,-1.0,-1.0
-kumndDo1HM,Standard,5.0,0.0
xXqZEQNvZvI,Standard,-1.0,-1.0
YOTC08ib4HE,Reaction,5.0,1.5
sf6cjX7_PRc,Standard,-1.0,-1.0
pzQVgERKFJA,Standard,5.0,0.0
GRX3E1_VUqg,Standard,8.0,7.5
FRSrN1GxzVE,Standard,7.5,6.5
7OiTTbAer00,Standard,-1.0,-1.0
0xXq37RR8ps,Standard,5.0,0.0
Y3Ym1n2lr0w,Standard,9.5,9.0
S_jWY92rTmI,Reaction,5.0,0.0
u7lQdVnqRBQ,Standard,6.5,1.0
Gh82yzj3lk8,Standard,5.0,0.0
MqobFuVSW-U,Standard,8.5,8.5
ul5aLg1nHKY,Standard,-1.0,-1.0
7H6fyUNBueE,Standard,8.0,8.5
Us7bnmiEUmo,Standard,2.0,9.0
1PoXUs0Vf7c,Standard,4.0,0.0
Pur-REeUsag,Standard,4.0,0.0
K976WLrydDA,Standard,8.5,9.5
lTfF8vjC684,Standard,-1.0,-1.0
usdr5hRt50I,Standard,4.0,0.0
lLgilvq-sB4,Standard,5.0,0.0
6ixgtMXzq4s,Standard,7.5,8.5
cBcLRJaV9zs,Standard,-1.0,-1.0
acOrNH3btZI,Standard,5.0,8.0
qKC03msi418,Standard,7.5,9.0
E_ljDTRC0KE,Standard,3.5,6.5
qrjGVG6sm5U,Standard,8.5,8.5
pAHgl7BpKxA,Standard,6.5,0.0
Dq0xWuhhsLg,Standard,7.5,1.0
WuCDld2ygdA,Standard,7.5,9.0
_TBajhxwAaY,Standard,5.0,0.0
vTTZUk67DXI,Standard,7.5,8.5
sP97tXeEqSQ,Standard,5.0,0.0
U7Nxh56MVOo,Standard,-1.0,-1.0
xay0Mih6kec,Standard,5.0,0.0
RqzgkSyimRM,Standard,7.5,8.5
hecKCEKagCI,Standard,7.0,8.0
ZcmWYJSBnN8,Standard,5.0,0.0
87GrT1QCsyA,Standard,7.5,7.5
t8GgDdGRHQc,Standard,5.0,0.0
06MzeE14oiQ,Standard,7.0,0.0
hV7clAlDr1U,Standard,-1.0,-1.0
UTlbEC97dk8,Standard,5.0,0.0
FQ9hKVURejU,Standard,2.5,7.5
LbfWn-zZEr8,Reaction,7.5,9.0
krzdFuRYzYs,Standard,7.5,0.0
Z8bv59MnBkk,Standard,-1.0,-1.0
nOPz16wDKEo,Standard,5.0,0.0
9aUqc2SOAuM,Standard,5.0,0.0
YAzCiDzBpuA,Standard,7.0,6.5
dVyCX6UqUPM,Standard,8.5,9.0
GVkugcDzcd4,Standard,3.5,7.5
mirX8NcpHkQ,Standard,7.5,8.5
tX9KHOCf02U,Standard,7.5,7.5
2Hhs6daVedI,Standard,7.5,6.5
zGmML754wS8,Standard,7.5,9.0
jCwGRPSaTJE,Standard,7.5,7.5
PcvcpL59FOs,Reaction,7.5,9.0
w4oYNrQ6lps,Standard,6.0,0.5
uvsmBMNhs08,Standard,7.5,8.5
x68t3aDdZDo,Reaction,8.5,9.5
9iiEmjFbzzQ,Standard,8.0,9.0
-1crza10xvE,Standard,5.0,0.0
lE_27gs6tOE,Standard,8.0,7.5
k6qJo9F0h50,Standard,-1.0,-1.0
Uexp6WOrdyY,Standard,6.0,5.0
YcqJiRerIIQ,Reaction,5.0,6.0
-SqWBHIImmk,Standard,5.5,0.0
eJ69gpwsNlM,Standard,5.0,0.0
mLE1bRUsdYA,Standard,8.5,8.5
g6FtdMBR-e0,Standard,9.5,9.5
l0a_y4xYrAQ,Standard,8.5,9.5
vn-J4kUmoGQ,Standard,5.0,0.0
kScadBk8k78,Standard,5.0,0.0
NmvXu_QcKAE,Standard,5.0,0.0
BGnAJGXFydY,Standard,7.5,6.5
jKTK4nJgQ7M,Standard,8.8,9.2
5nZK1kBQksk,Standard,6.5,7.5
9S2DysPHsK4,Standard,-1.0,-1.0
QZ5OGTkeUOM,Standard,6.5,2.5
RWmQxTXpOpg,Standard,5.0,4.0
ixEiO9areW0,Standard,-1.0,-1.0
MOajVnMNRbM,Standard,8.0,9.0
TSCpeDioOX8,Standard,-1.0,7.5
b7dEat9GMVw,Standard,5.0,0.0
ctGESSrOQJE,Standard,-1.0,5.0
5Ov6qZ5YDX0,Standard,-1.0,-1.0
z5_TJc7okDQ,Reaction,3.0,8.5
YELirXnxDcQ,Standard,7.5,8.5
0MjYXSViva0,Standard,-1.0,-1.0
_Lrylq-w5dA,Standard,5.0,6.0
WYy8NdSUpyY,Reaction,8.5,8.5
XzcTNTUQDVo,Standard,5.0,0.0
Pm3PJ7bepYM,Standard,7.5,6.0
cmLEH0WAeic,Reaction,5.0,0.0
D0mMZ6BKEU8,Standard,-1.0,-1.0
VNlJB4GynJ4,Standard,-1.0,-1.0
_XmE1li118s,Standard,7.5,6.5
mRLZCZzHcg4,Standard,6.0,0.0
nTBP4dIOfuM,Reaction,8.5,9.0
WBTUBtN38g8,Standard,5.0,0.0
uTHmZfda4Ts,Standard,5.0,0.0
BICTi2qC0F8,Standard,-1.0,-1.0
SzmlSTwq87Y,Standard,-1.0,-1.0
jUSXYLADHPs,Standard,9.0,9.5
38gBzeJ52j4,Standard,6.5,4.0
f4MME2pQfFA,Standard,-1.0,-1.0
ZSHU0qwcTeQ,Standard,6.0,2.0
Nw6qnoXUtfI,Standard,-1.0,-1.0
05NOPK7aRCs,Standard,6.5,0.0
s-oSvACtuRQ,Standard,5.0,0.0
FNKbVHDatFc,Standard,7.5,4.5
as0iVpUgAao,Standard,5.0,0.0
dFt_hVQdxMI,Standard,-1.0,-1.0
rvO2q357nvg,Standard,-1.0,-1.0
aLIHVqyaz5E,Standard,5.0,0.0
p1--Gel2ZjU,Standard,7.5,8.5
KoBDB-N9gUQ,Standard,7.5,7.5
qPIhzSsJrNo,Standard,-1.0,-1.0
JhCyC8zdPOk,Standard,4.5,2.0
cLfF6-cVzCU,Standard,3.5,1.0
yOfVwdj3TFs,Standard,7.5,0.0
lzCnFp1GDjA,Standard,7.5,9.0
DxTY_6WiAMU,Standard,5.0,0.0
6_wJ6AcWbQk,Reaction,7.5,6.5
EplK1cEsaHE,Standard,-1.0,-1.0
qmcrkjHdSCg,Standard,2.5,7.5
X8gIsgSkNA4,Reaction,3.0,2.0
-4PFl3sIRpE,Standard,-1.0,-1.0
gZgAnOOAIzo,Standard,5.0,0.0
wS_wW-aMuFI,Standard,9.5,10.0
R8xNDNG21sI,Standard,-1.0,-1.0
nxTkxMpq1oU,Standard,5.0,0.0
otLspOQzyRY,Standard,5.0,0.0
VVLMY3oCwZI,Standard,5.0,0.0
ytNuueBMgoU,Standard,-1.0,-1.0
-Dc_H4nCFMk,Standard,5.0,0.0
uR_SmNEYU-c,Standard,5.0,0.0
N_DPdPkVtLU,Standard,-1.0,-1.0
YRaz05-_iPs,Standard,-1.0,-1.0
DTdudeRMnJ8,Reaction,8.5,9.0
a6QypyylCE0,Standard,5.0,0.0
n94-h4uQxgQ,Standard,7.5,8.5
jurT4bOWY5I,Standard,-1.0,-1.0
Ejmwph9TdyQ,Standard,-1.0,-1.0
d9bGqNQAMWA,Standard,7.5,9.0
vyl2yEBlAOQ,Standard,4.0,1.0
z37nf0UWdqM,Standard,1.5,7.0
y2cJBWWfHBc,Standard,-1.0,-1.0
0Bm6EHJAjKQ,Reaction,-1.0,6.5
ri-l1u2H-JY,Reaction,7.5,7.5
EK8Rg11L6bs,Standard,7.5,7.5
WNCdIXu-OBU,Standard,3.5,0.0
vf8mJk2tXhU,Standard,5.0,0.0
q9IZkDk6N0M,Standard,5.0,0.0
AZJthQK3WuM,Standard,-1.0,-1.0
gjgXcvcuZJs,Standard,5.0,0.0
q1Zeij_UWmA,Standard,9.0,9.0
iHwoXRIoBak,Standard,-1.0,-1.0
kAf3YCtJRtU,Standard,7.5,1.5
pGHIF4k4IdU,Standard,3.5,1.0
KsBOWbPEBlE,Standard,5.0,2.0
Ub3F6n4LyjM,Standard,7.5,1.0
vOTZWvmczj8,Standard,7.5,6.5
aEEizQ3EKi0,Standard,5.0,0.0
viUdbnRUdeo,Standard,9.5,9.5
CB7vFO9Ygzk,Standard,5.0,0.0
vO6aQHQUFoA,Standard,7.5,9.0
kTV0OzR2RYw,Standard,3.5,4.5
ni3YBG3raYI,Standard,5.5,0.0
KldJ4APflxs,Standard,-1.0,-1.0
4cH6ma3ct1s,Standard,8.5,9.5
6qKkSqe9bls,Standard,6.5,6.0
YIs1bWyXjiQ,Standard,7.0,7.0
9JBKgyhGqZ0,Standard,2.5,1.0
2_jbEnIGD3g,Standard,8.5,9.0
0AOMiIVaSTA,Standard,9.0,9.5
FiLkMPe--jc,Standard,5.0,0.0
pWtmBuUXjhQ,Standard,5.0,0.0
NqOozMzvZcU,Standard,-1.0,-1.0
4mekw4U1vDI,Reaction,7.5,6.5
p-eRtLirnfo,Standard,8.5,9.0
2j8MujGEAw4,Standard,5.0,0.0
C3TbEF2dVBQ,Standard,3.5,4.0
ub5EmYl0MKE,Standard,8.5,9.5
hivdxiCb2js,Standard,5.0,0.0
nz2ipjC9L9E,Standard,8.5,9.5
huQDpyVTrRk,Standard,6.5,4.5
rn1Dvmb4ZwI,Reaction,9.0,9.5
ONJw-fpGxgM,Standard,5.0,0.0
TtCHilm4yCg,Standard,-1.0,-1.0
Ss-iUEWY3do,Standard,5.0,0.0
NRHn1dqt864,Standard,-1.0,-1.0
TA3mNFPdKeM,Standard,5.0,0.0
T-0t7BTfoLI,Standard,3.5,0.0
vnHpx_F_7b8,Standard,-1.0,-1.0
9CE-8c2lWM8,Standard,7.0,6.5
QMHSZ6fWYIw,Standard,-1.0,6.5
3zcDCGuHP4I,Reaction,1.8,7.5
21DC0IubdEc,Standard,5.0,0.0
G-CFKL813Zo,Standard,7.8,7.2
DrsaB6rfiEg,Standard,5.0,0.0
hd9yc_8ILUY,Standard,9.0,9.5
l_s-nEVHugk,Standard,7.0,0.0
vGkyd9HXLNU,Standard,5.0,0.0
8Y9fjDhIpWA,Standard,5.0,9.5
9yenMPc_nE8,Standard,5.0,0.0
2YhQZuybLJo,Standard,5.0,0.0
sGX4VZHrrNI,Standard,5.0,0.0
ZeFWn6j8aMA,Standard,5.0,0.0
QMakp6i_xSo,Standard,7.0,7.0
2K51Jfu1P24,Reaction,5.0,0.0
yPt6h0UtOI8,Standard,-1.0,-1.0
h5-FYX7L7a8,Reaction,-1.0,-1.0
MiIbnaNMfjI,Standard,4.0,4.0
9-qniDJorrg,Standard,-1.0,-1.0
PB630M9wKDk,Standard,7.5,9.0
S_tG93V6c54,Standard,8.0,7.5
DhaZsgaZuLk,Reaction,-1.0,-1.0
ajP78C83f3E,Standard,7.5,7.5
kj6-AsZK1iw,Standard,8.5,9.5
HvQWbl400oI,Standard,8.5,8.0
kBsxFDkJ5lU,Standard,7.5,6.5
KKB1OqJXRIA,Standard,-1.0,-1.0
tqUD5X9GSLQ,Standard,8.5,8.5
aFa4u8-zRnI,Reaction,7.5,8.5
Ve3237dLaBk,Standard,7.5,8.5
wC7YhFoTPC0,Standard,-1.0,2.0
6uoDxRlLAJk,Standard,4.5,0.0
e93l7SL6lkg,Reaction,3.5,0.0
lfDMBAIfzJg,Standard,3.5,0.0
pSRBC3UhhUY,Standard,5.0,0.0
ow7cItNFEN4,Standard,-1.0,-1.0
haiBdRKdnmY,Standard,-1.0,-1.0
EjDbmPBNGcY,Standard,8.5,9.0
dN5iVXSa3tU,Standard,-1.0,0.0
EQ_SjcanahM,Standard,-1.0,-1.0
FYQelorzQI4,Standard,8.5,9.0
fyIG3oEV_tA,Standard,5.0,0.0
5_rq1peQ4ME,Standard,-1.0,-1.0
CT0z_AFcerQ,Standard,-1.0,1.0
WAjl0SzUUU4,Reaction,8.5,8.5
1zjI7Lkd6EE,Standard,5.0,0.0
VyVsvRl6X_w,Standard,3.5,8.5
YIQmFUDvcKA,Standard,1.5,7.0
dgqRHtYbRWA,Standard,-1.0,-1.0
UpFNNHwnkkQ,Reaction,-1.0,-1.0
jiT41HmBrOo,Standard,7.5,8.5
pCidxUMq8jc,Standard,7.5,9.0
I-KsYHZFZ6U,Standard,3.5,0.5
