video_id,video_type,ideology_score,populism_score,request
2_R5pYisdxo,Standard,5.0,1.0,
8VrpE59738E,Standard,8.5,8.5,
sB0-wDiEt30,Standard,8.5,9.0,
TWJU6N5IbOA,Reaction,8.5,8.0,
_KTw6N4WVzA,Standard,-1.0,3.0,
SkV_1eHvEOI,Standard,5.0,0.0,
tG9wh6v-SRw,Standard,7.5,8.0,
zaGPru5TQA0,Standard,6.5,4.5,
ftvgazZSHnk,Standard,8.5,9.5,
y6ktPPqwYHI,Standard,-1.0,-1.0,
G8dTIVviwQw,Standard,-1.0,-1.0,
KazEFpKGSkU,Standard,5.0,0.0,
4snJ-UZmN2M,Standard,1.5,1.5,
TFDXoRP9bH8,Standard,-1.0,-1.0,
pXijKRVqXbc,Standard,3.5,0.0,
zK0ZepPhsec,Standard,5.0,0.0,
hkDpOZpqBag,Standard,7.5,6.5,
75ZRxizR9Os,Standard,5.0,0.0,
hVhkgX56cGU,Standard,7.5,6.0,
Xj3j6Y5w8YI,Standard,5.0,0.0,
-9fudeeNWKY,Standard,4.5,0.0,
4fA3wRyTtAw,Reaction,6.5,7.5,
vgZhZPu-45Q,Standard,5.0,0.0,
HzLRzbQpWPE,Reaction,8.5,9.5,
lEtRZX8-Uz8,Standard,-1.0,-1.0,
Else5LAUXAE,Standard,5.0,0.0,
LlD_lEMpGoc,Standard,5.0,0.0,
yw-WEUwPXXI,Standard,7.5,9.0,
k825h01N1mE,Standard,4.0,0.0,
9MEngGuHMHk,Standard,5.0,0.0,
yQcrtgjWIlY,Standard,5.0,7.5,
2xFt3hW4Gyk,Standard,4.5,0.0,
cl1cUgPB4pc,Standard,7.5,6.5,
FIV3-Jy8KbI,Reaction,6.5,7.5,
KakqGr-f818,Standard,-1.0,-1.0,
E5auCwAlcHU,Standard,3.5,1.0,
Fguc7vSAZCk,Standard,6.5,1.0,
6hhUATPWRac,Standard,6.8,0.0,
yRN30i-sAIs,Standard,5.5,4.5,
Phb4HhG49ZI,Standard,5.0,1.0,
VS75_49lWbM,Reaction,7.5,7.5,
HHVDNK55IkI,Standard,8.5,8.5,
BPRBSxFTJaM,Standard,-1.0,-1.0,
K67nYpUJl3s,Standard,7.0,6.0,
1M-4yuIWR_8,Standard,2.5,1.0,
owcOJdjvFBE,Standard,7.0,7.5,
6fhD9Z8ke4g,Standard,7.5,6.5,
MUDV5TXjQOg,Standard,5.0,0.0,
QE4Roh0YuPI,Standard,-1.0,-1.0,
gvGhqlFqw4Y,Standard,5.0,7.0,
fWOSe-55BvE,Standard,5.0,5.0,
qF4lfQXKkzE,Standard,-1.0,-1.0,
_Li-T-QeqDU,Standard,5.0,0.0,
-2Yz9tHw_Vk,Standard,9.5,9.5,
dTSp5rWWdrU,Reaction,-1.0,3.5,
8k5JwYwePuU,Standard,5.0,0.0,
IOQU2NyoeCs,Standard,2.5,0.0,
MyNvZDPYxNE,Standard,-1.0,-1.0,
6xEezxBOkM4,Standard,6.0,7.0,
ej4ym5lwZPk,Reaction,-1.0,-1.0,
DgMsVNS_8U4,Standard,5.0,4.0,
PmT711AiZek,Standard,-1.0,-1.0,
F_lAxnEdFCg,Standard,8.5,9.0,
z75g3FrB8o8,Standard,9.0,9.5,
UUqVppUFyeo,Standard,8.5,9.0,
DWDNPA0DXbk,Reaction,6.5,6.5,
RxG1m_ZGDBY,Standard,-1.0,-1.0,
Py7AaTSOlDM,Standard,-1.0,-1.0,
N1zWuDLvtq4,Standard,-1.0,-1.0,
aq-nanVdK_k,Standard,2.5,0.0,
6idOla9QUGU,Standard,5.0,3.5,
cxCpqV2EW1g,Standard,-1.0,-1.0,
tJuJ-7Dob7o,Reaction,8.5,8.5,
DfPJM8_OZHI,Standard,9.5,9.0,
-bYfMe5AB-Q,Reaction,8.0,8.5,
lDSdIFCdcoU,Standard,7.5,9.0,
YLCTim6Pv3U,Standard,3.5,0.0,
MOx8KFCDcF0,Standard,5.0,0.0,
gduyizw-bKQ,Standard,5.0,0.0,
m1J9UVekG_c,Standard,6.0,7.5,
ZqEZPb0n9WU,Standard,-1.0,-1.0,
HEaiQaPaf3c,Standard,1.5,7.0,
yIJVWtZFMPo,Standard,5.0,0.0,
9vUjEABwJiQ,Reaction,7.5,8.5,
ChbVIfOilMo,Standard,9.5,9.0,
u--8E_YThHI,Standard,6.5,8.0,
2vepby6zW0Y,Standard,6.5,6.5,
4hXYd48K0iw,Standard,-1.0,-1.0,
FOJSK4oBbH0,Standard,2.5,8.5,
x0w3onLRsu4,Standard,8.5,8.5,
nl8u7ZJokEU,Standard,-1.0,-1.0,
daayIz6dLsE,Standard,6.5,7.5,
xc4lieKeT3I,Standard,4.5,0.0,
EmpXrluHLwM,Standard,6.5,4.5,
knKMvILHi-I,Reaction,5.0,8.5,
I8AaAuNrcX4,Standard,7.5,8.5,
J96Opf8nAd4,Reaction,2.5,1.0,
ldNg7Bb58vU,Standard,7.5,6.5,
QmcmeCPd0IE,Standard,-1.0,-1.0,
ruskN1ZxKOE,Reaction,8.5,8.5,
-BLWiNr92-U,Standard,8.5,9.0,
FS1zKG8hpC0,Standard,6.5,3.5,
ji3eR4OGcoQ,Reaction,7.0,1.0,
gWykdN0Scbo,Standard,-1.0,-1.0,
0T12w5_CH5o,Standard,5.0,0.0,
pfbs6zJx7FQ,Standard,-1.0,-1.0,
OF2iu2gzvOs,Standard,2.5,7.5,
f2yspe03Tv0,Standard,5.0,0.0,
GmgXkmB_bpQ,Standard,9.0,9.0,
1NKrA9JsDR4,Standard,8.5,9.0,
qIDGFK-STNY,Standard,3.5,7.5,
rXGyl8n9vf8,Standard,4.0,0.0,
6T1GgRGjTaE,Standard,5.0,0.0,
E2xP4B9UsW8,Standard,5.0,0.0,
nbHfB85JEZg,Standard,5.0,0.0,
1oF7QM3UIiI,Reaction,1.5,2.5,
d7KBD0XS_D8,Reaction,0.5,9.5,
cZgVqkEW9D0,Standard,9.0,9.5,
ffDkxgBsPdE,Reaction,7.5,9.0,
Ie_KfF0haDo,Standard,7.5,4.5,
16DmDaDGUsw,Standard,-1.0,-1.0,
OlA98hhIL-s,Standard,-1.0,-1.0,
8_l-V_N-x6g,Standard,3.5,0.0,
t_05yU5s7aU,Standard,5.0,0.0,
hzaESvJGwfA,Standard,5.0,0.0,
0AHOyGmtOb4,Reaction,7.5,8.0,
tgwQSVRRw3c,Standard,5.0,0.0,
240A7qZJi6I,Reaction,7.5,9.5,
hYduQwGy8Ys,Standard,5.0,0.0,
q5tW4iyX590,Standard,-1.0,-1.0,
Lsw46ouuAec,Standard,-1.0,-1.0,
CNdORtdHW8w,Standard,-1.0,-1.0,
_0slol-ACto,Standard,-1.0,5.0,
M-5VmCzGZGw,Standard,5.0,1.0,
aSwTDVDizrE,Reaction,2.5,0.0,
unbLX8cECpw,Reaction,4.0,6.5,
8CrHyFU_tvs,Standard,7.5,8.5,
QYWmIAt7PR4,Standard,5.5,7.0,
6PKgzKxVPnc,Standard,-1.0,0.0,
a1BJ71KWxHo,Reaction,8.0,9.0,
FlE_pBc6IzY,Standard,7.5,6.5,
Uy2axQYWwa8,Standard,7.0,2.0,
bGK4LMj9_2o,Standard,7.5,8.5,
hDSTndyVKPg,Standard,-1.0,-1.0,
HgT6kFiAjZM,Reaction,7.0,8.0,
0gjaSAGlHas,Reaction,8.5,9.5,
luLH7NbuAd0,Standard,-1.0,-1.0,
00ALLeXL0Rg,Standard,7.5,1.0,
5CS-vxhY7iQ,Standard,-1.0,-1.0,
0P7QVIBc_Ws,Standard,7.5,9.0,
TqoTUDLxJ5w,Standard,6.0,8.5,
fjTuEh2RZYE,Standard,7.5,6.5,
HOU-cHA60Iw,Standard,1.0,8.0,
F9UVgDkFvM4,Standard,-1.0,-1.0,
6ARTgdleGtg,Standard,-1.0,-1.0,
IQqHPfWAgsY,Standard,8.0,9.5,
DWJbnjABons,Standard,8.5,9.5,
ICYg4ajuC9c,Standard,-1.0,-1.0,
p1zTg71hofk,Standard,8.5,9.0,
243Ua1VJ04k,Standard,-1.0,-1.0,
VhkFa5WJCXA,Standard,5.0,0.0,
K0YqvoU08Sw,Standard,7.5,8.5,
FW_huVWbjs4,Standard,2.5,0.0,
r56nwMiHLu8,Standard,7.0,8.5,
oodrmGLKObw,Reaction,8.5,9.5,
ufLb6w-9Zy4,Standard,5.0,0.0,
Cspw1gsheWY,Standard,7.5,7.0,
Z-Nol-j4aHk,Standard,-1.0,-1.0,
V9DYgJmBrj0,Standard,1.5,2.5,
cO-NzeAjdv4,Standard,7.0,9.0,
_ZCKnU5P29A,Reaction,7.5,8.5,
XoWTtPs0iVU,Standard,-1.0,-1.0,
O6YrzUUJasM,Standard,7.0,0.0,
yg_aaYo4Zn4,Reaction,2.0,8.5,
w6dGisEpPNE,Standard,5.0,0.0,
uqQKK_hs8MA,Standard,-1.0,-1.0,
fgTPXQ1ljy8,Standard,7.5,8.5,
PO3aPhC9h-E,Reaction,7.5,8.5,
5TR3UgJF8nI,Standard,5.0,0.0,
-m89TyVDl0c,Standard,5.0,7.0,
vL9rHC5_tLA,Standard,5.0,0.0,
6knP-Zyk2Ig,Reaction,5.0,8.5,
VAwxSYo94Ek,Standard,6.5,4.5,
o1Nrhyy-psc,Standard,8.5,8.5,
8KZt_Sn4cVc,Standard,5.0,0.0,
novuvev5TN0,Standard,9.0,9.0,
tVKUU4aTBrA,Standard,-1.0,-1.0,
iJ1eYnvYNv0,Standard,-1.0,-1.0,
jGSBeYcA8YI,Reaction,7.5,8.5,
E7L9yc-JR9U,Standard,6.5,8.5,
fomPg90fsSo,Standard,5.0,0.0,
7ipIs4JVZg8,Standard,5.0,0.0,
B3hxS-mMLg4,Standard,8.0,9.0,
f_ISsicEiMY,Standard,4.5,6.5,
9LFDzlneUdQ,Standard,5.0,0.0,
K9xwGIeB_kY,Standard,5.0,0.0,
lsEc42m0Z7A,Standard,-1.0,-1.0,
smyH-0-2TCc,Standard,6.0,9.0,
2SilVk8N31Q,Standard,5.0,0.0,
-VHf3shj9Bg,Standard,-1.0,-1.0,
Ifhsc7RI4aA,Standard,5.0,0.0,
6D9gdq5WEIs,Standard,-1.0,-1.0,
zRtcpbjRpN8,Standard,5.0,0.0,
HrE4rQSLViQ,Standard,-1.0,-1.0,
qze6sSaVd_E,Standard,-1.0,-1.0,
t9kh35tF1-w,Reaction,2.0,6.0,
oFs1r7F0vIo,Standard,5.0,0.0,
cPTjlD0kytE,Standard,-1.0,-1.0,
49SJMVQCdaA,Standard,-1.0,-1.0,
a2ytPdjf7v0,Standard,3.5,0.0,
6RzY1vOoJKw,Standard,-1.0,-1.0,
xt1d0r-bkLk,Standard,-1.0,-1.0,
JAgED1um8Kg,Reaction,7.0,9.0,
IK4tQ9MNtc8,Standard,8.0,8.5,
vKDWDOiI7_4,Standard,5.0,2.0,
v1STos-UKVY,Standard,7.5,8.5,
Cjjmizm9uPk,Reaction,-1.0,-1.0,
kaubXwSfjRQ,Standard,2.5,0.5,
vNGcTO-z84c,Standard,8.5,9.5,
d9umyJbSq3o,Standard,-1.0,-1.0,
Bud8L--Xt2g,Standard,2.5,0.0,
gKTeVeWJPRY,Standard,5.0,0.0,
r-CoRMzYHMc,Standard,-1.0,-1.0,
uyQtG60z5LE,Reaction,5.0,0.0,
E_jGMZfmcoc,Standard,5.0,0.0,
C1vzb17vQbw,Standard,5.0,0.0,
Yn3NyzBW6P4,Standard,-1.0,-1.0,
N1diPK7W5gs,Standard,6.0,1.0,
8wSroE2r-YA,Reaction,7.0,0.0,
IoNuce6q6dE,Standard,9.5,9.5,
zPtq1lE93dk,Standard,3.5,0.0,
528KHamjP_Y,Reaction,7.5,7.5,
T-ZBLn1NGLs,Reaction,-1.0,-1.0,
SzQVCYvbGrU,Standard,8.0,9.5,
g42FLNSF7R4,Standard,7.5,9.5,
fLJ8xoPxWF0,Standard,8.0,9.0,
p8D3PUvSyms,Reaction,5.0,0.0,
vKqlkpHpHbk,Standard,8.5,9.0,
fnPR6hKPy4U,Standard,3.0,1.0,
2TvNm15CO4E,Reaction,7.5,8.5,
7ojx-nDcgU0,Reaction,5.5,6.0,
5aQGPWDW8x8,Standard,5.0,0.0,
EoWln3irXDo,Reaction,5.0,8.5,
8sQW-aakn2E,Standard,7.5,7.5,
dSUMHqRU4SA,Reaction,-1.0,-1.0,
c6RumrQSMQ0,Reaction,7.5,9.0,
c1ZTQpnFkqM,Reaction,7.5,8.5,
XRyPnK1fZHM,Reaction,-1.0,0.0,
iKugB9_oB4o,Standard,6.0,7.5,
J7g2YUW_HN4,Standard,5.0,0.0,
8e070OCEAWI,Reaction,4.0,1.0,
nujsTAYacm0,Standard,7.5,8.5,
urxrzA1n_UE,Standard,8.0,9.0,
-NSng4qao0I,Reaction,5.0,0.0,
w6t5rfDWFfY,Standard,2.5,7.5,
-bWVULx2hAY,Standard,5.0,0.0,
VAuH6YzD1yw,Standard,-1.0,-1.0,
_TdXjS1E_dQ,Standard,-1.0,-1.0,
SN1BGZ4NDY0,Standard,8.5,8.5,
5MPjDurGkuc,Reaction,9.5,9.5,
qRn3lr4if7s,Standard,8.5,8.5,
ILWyLWR-Arg,Standard,-1.0,-1.0,
Vz1oZ8Icaas,Standard,4.0,0.0,
Ilkr_WjzXh8,Reaction,8.5,8.5,
nlFTzAQH71U,Standard,8.5,9.0,
YjEvo6_3n2E,Reaction,-1.0,-1.0,
sqYGXCbVxWA,Standard,7.5,7.5,
YTXdwnB6TyQ,Standard,8.5,8.5,
1aeZ65FeTTM,Reaction,6.0,8.0,
8suwYxs6rE4,Standard,5.0,3.5,
2IprIzIMSJU,Standard,-1.0,-1.0,
qb4EF69tOGI,Reaction,7.5,7.0,
eTsoaXTqqyE,Standard,-1.0,-1.0,
e1kB7lXdLco,Standard,5.0,0.0,
LdAjORRobQo,Standard,9.0,9.0,
AEg94IW9x1k,Standard,5.0,0.0,
O624mbwK5PE,Standard,-1.0,-1.0,
XmKz9pyiyzA,Standard,-1.0,-1.0,
nenBTiOtzKo,Standard,-1.0,-1.0,
ljfeMcoQoCc,Standard,8.5,9.0,
w2gawLlRKAY,Standard,5.0,0.0,
QdZwOuLnmnc,Standard,7.5,0.0,
KrI1eHXzGew,Standard,5.5,2.5,
vK9BGHbsTCU,Standard,-1.0,-1.0,
731-ZrYycQI,Standard,4.5,2.5,
4WMyKSfB9ZQ,Standard,7.5,5.5,
JilGcdslBK4,Standard,-1.0,-1.0,
SSriH8KY9GM,Standard,-1.0,-1.0,
aZGx8pBZFrE,Standard,7.0,8.5,
s9DmIdRO224,Standard,0.0,8.5,
bPK3K70IVBs,Standard,8.5,8.5,
wSCoR6yiFzc,Standard,-1.0,-1.0,
slecmeC9iEU,,,,"{'method': 'POST', 'url': 'https://api.example.com/data', 'headers': {'Content-Type': 'application/json', 'Authorization': 'Bearer YOUR_TOKEN'}, 'body': {'name': 'John Doe', 'email': 'john.doe@example.com', 'age': 30, 'is_active': True, 'roles': ['user', 'admin'], 'address': {'street': '123 Main St', 'city': 'Anytown', 'zip_code': '12345'}, 'preferences': None}}"
Gao4mXA0qIQ,Standard,3.5,0.0,
ouMPr8YbHLw,Standard,-1.0,-1.0,
88Bl7ymU-FM,Standard,-1.0,-1.0,
apfaLG4oa6Y,Standard,8.5,8.5,
tXxr-vuACiw,Reaction,-1.0,-1.0,
B3ksBPj9lKA,Standard,-1.0,-1.0,
Du3jI92XAjE,Reaction,8.5,7.5,
oWrjCzx-cGw,Standard,5.0,0.0,
mccgCl-9WTI,Standard,-1.0,-1.0,
CgCMwP1sSkg,Standard,5.0,0.0,
hacGobSnV7o,Standard,7.5,4.5,
E_HY2KfRjk8,Standard,5.0,6.0,
IzZzqWw-wME,Reaction,7.5,9.0,
C-FQ_idr_7U,Standard,5.0,0.0,
osI5e8Vfmyw,Standard,4.0,7.0,
9d29ANR7v-A,Standard,5.0,0.0,
W6q3sUpqauI,Reaction,5.0,7.0,
L6VpPpjSMV8,Standard,8.5,8.5,
bIygJD95eLQ,Reaction,7.5,8.5,
3n4u2gQ4XMU,Standard,-1.0,-1.0,
eSvR-b7Tq8I,Reaction,7.5,8.5,
iq8n10L7m8c,Standard,3.5,0.0,
JYH6wDN8tA8,Standard,8.5,8.0,
Rmm99T2aw_c,Standard,6.5,7.5,
n78i_4wwS6k,Standard,-1.0,-1.0,
y-D7zrH68v8,Standard,-1.0,-1.0,
tzscud3FVQ8,Reaction,8.0,9.0,
j0eRuJcANF0,Standard,-1.0,-1.0,
k8hlcKNDzeQ,Standard,2.5,2.0,
SpBUMtuG1ec,Standard,8.5,9.5,
Sjhej5YFobQ,Standard,6.5,7.0,
56JM4EKwtlY,Standard,9.0,9.5,
d0mW66rdvxU,Standard,5.0,0.0,
uo8szFZ1en0,Standard,7.5,4.5,
fM1bjhH0cEg,Standard,5.0,0.0,
8C3dFAWBJF4,Reaction,8.5,9.0,
x2OJj-CoHS0,Standard,3.5,7.5,
qiXah0Zxsp8,Reaction,8.5,9.5,
qeeYNti7_H0,Standard,-1.0,-1.0,
VzJTV4FgG9U,Standard,-1.0,-1.0,
mODtNLqgy_Q,Standard,7.5,7.5,
YXm1pxInm5I,Standard,5.0,0.0,
W46-A4dGlGg,Standard,5.0,0.0,
6ZcvfQFYd6A,Standard,-1.0,-1.0,
F3Ea3gbz4h8,Standard,4.0,7.5,
Gskij4VfYao,Standard,9.5,9.5,
UQNjBS6Da6U,Standard,4.5,0.0,
39-BJbqjPxc,Standard,8.5,8.5,
vCkM9c_PBaI,Standard,-1.0,-1.0,
OzcSPNBdrBI,Standard,-1.0,-1.0,
vJi5GSB6Vnk,Standard,9.0,9.5,
KJqpBE1V4NU,Standard,3.5,0.5,
J0BWHi7OhrY,Standard,-1.0,-1.0,
xDL4pvly1T4,Standard,5.0,0.0,
GGkYQwN3y68,Standard,-1.0,-1.0,
_vF0qBiUUSE,Standard,-1.0,-1.0,
_LghMkoTqKE,Standard,5.0,0.0,
F_Z9eEDtizI,Standard,7.5,9.0,
WvSAzQujIaI,Reaction,8.5,8.5,
XOJl6J7DNEw,Standard,9.0,9.5,
_i1j7PgQ_VQ,Standard,3.5,0.0,
5PQP0G3BeR8,Standard,7.5,9.5,
DRpQZy_Hsmg,Standard,-1.0,-1.0,
p-ZYPH8iSG4,Standard,3.0,8.5,
qApbtH7kgfw,Standard,5.0,0.0,
KW_zpw9ZMCI,Standard,7.5,8.5,
MUISER8V9kU,Standard,5.0,0.0,
k0bs1lef-jo,Standard,8.5,7.5,
qWNx5g_X3LY,Standard,6.0,8.0,
Vl42_i6IFoU,Standard,-1.0,-1.0,
wCf170MXrL0,Standard,-1.0,-1.0,
h_8ymqMSLrU,Standard,-1.0,-1.0,
blixSeVJXmM,Standard,8.0,8.5,
FUSBIakpGYk,Standard,-1.0,-1.0,
qWAEdFmnWCY,Standard,8.5,8.5,
-rLaaaP38OQ,Standard,5.0,8.5,
8AKsoVvJqu4,Standard,-1.0,-1.0,
Edkqqp6Pdzg,Standard,-1.0,-1.0,
v6SbObWudjQ,Standard,5.0,0.0,
YHSzfdJJzSU,Standard,5.0,3.5,
QONPvFRHOT4,Standard,5.0,0.0,
3j2q_RKwIs8,Standard,-1.0,-1.0,
Fm1pUJMTv_s,Standard,3.5,1.0,
tRjZhoGx4qM,Standard,-1.0,-1.0,
CBLmbihbGJM,Standard,-1.0,-1.0,
etasUVD536M,Standard,8.5,8.5,
mbMI-bfo-Pc,Reaction,8.5,9.5,
7TrArplxyCM,Standard,7.5,8.0,
ASpVoMTZbWQ,Standard,-1.0,-1.0,
zFk7AyesLWo,Standard,8.5,9.0,
988Vaqnwruc,Standard,5.0,0.0,
vtJ_4fCHhg8,Standard,5.0,0.0,
z9lcY0dtkbo,Standard,9.5,9.5,
qvfGB4fgWP0,Reaction,1.5,7.0,
bJDC41nol8M,Standard,1.5,0.5,
teZdAA4qImY,Standard,5.0,0.0,
HuOlrKn9GwI,Standard,5.0,0.0,
fKJSOxR08GM,Reaction,6.5,7.0,
aaH7Mxr1byM,Standard,-1.0,-1.0,
OYaiSvULmug,Reaction,3.0,3.5,
BjIpufQd7sw,Standard,-1.0,-1.0,
zxmcCfJwtXE,Reaction,7.5,8.5,
9Nw_iJQUHFw,Standard,7.5,6.5,
jQxJX8l9sbg,Standard,9.5,9.5,
CX1T0I7WAb4,Standard,7.0,6.5,
FqqUtMpobbo,Reaction,2.5,1.0,
h1-DLVAmO_8,Standard,-1.0,-1.0,
KHRUKxsJrD0,Standard,7.0,1.0,
iex0Ux9W5FE,Standard,-1.0,-1.0,
9E-NbX77C5U,Standard,5.0,0.0,
W5rJ1um5JVA,Standard,7.5,6.5,
GW5XST-1eiE,Reaction,8.0,9.0,
YE27P6qRMvo,Standard,5.0,0.0,
O01luByRUqs,Reaction,8.5,9.0,
gEIGuG-tRG0,Standard,5.0,6.5,
G7PKj-pv-8o,Reaction,0.5,7.5,
na6aOUSPGpo,Standard,-1.0,-1.0,
rps728nGRWA,Standard,3.5,8.5,
wMZLBug1WZY,Standard,-1.0,-1.0,
QQKhuUieXp4,Standard,8.5,9.0,
T4TMZz4_UkI,Standard,-1.0,-1.0,
aIt56dsRjlw,Standard,7.0,6.5,
ABW99YQzWag,Standard,8.5,9.5,
eotTxodm7fg,Standard,4.0,8.5,
rv_bYZJUOuU,Standard,5.0,7.5,
IR3xu9Qstsk,Standard,8.5,7.5,
gJADXAjFYdE,Reaction,7.5,7.5,
t5yoCAnO5XA,Reaction,9.0,8.5,
3MYYhL0zZ-g,Reaction,1.5,7.5,
RNd52QPNDJs,Standard,8.5,8.5,
vfOzqwVSbwQ,Standard,-1.0,-1.0,
p9pyIEiNo88,Standard,7.5,8.5,
R3W7ZK2NfN0,Standard,-1.0,-1.0,
dRLmRp25qvY,Standard,-1.0,-1.0,
XI0-jfKXETg,Standard,-1.0,-1.0,
1_lp2VoUr2c,Standard,-1.0,-1.0,
k9Z2Vt1sJgo,Standard,6.5,2.5,
PvDLFdB1Bbk,Standard,-1.0,-1.0,
FIlWHL-wJPM,Standard,-1.0,-1.0,
fcNKkHC1IRY,Standard,5.0,0.0,
8armbMnXWBc,Reaction,6.5,8.5,
E_OtSUcB-pE,Standard,8.0,8.5,
FJUsd_s993Y,Reaction,7.5,8.5,
UCHGyckDh-k,Standard,-1.0,-1.0,
1tRbixk5lPg,Standard,8.5,8.0,
k6lQhynfrcM,Standard,7.5,7.5,
R5_Fp-ZlLUA,Standard,6.5,4.0,
2DlIGiu8w8U,Standard,-1.0,-1.0,
Oli34s7uGZA,Standard,-1.0,-1.0,
TK980JFuyh0,Standard,-1.0,-1.0,
flXVkFpRzaI,Standard,5.0,0.0,
NI07t9F_ecQ,Standard,-1.0,-1.0,
ioCjFGDIYEc,Standard,7.5,8.0,
0F4orGa2xh0,Standard,2.5,7.5,
6XCnT6L0QzE,Standard,5.0,0.0,
x7q-x5ng1JY,Standard,7.0,8.0,
Y8m8RbHlHs4,Standard,7.5,6.5,
5BOdyCggLIE,Standard,6.5,3.0,
sciN5YQWkYI,Reaction,-1.0,-1.0,
M3J_g58ow_A,Standard,1.5,6.5,
NMLQs3pVx74,Standard,-1.0,-1.0,
njO39VRxZG0,Reaction,7.5,8.5,
KM8GL-p5B8U,Reaction,-1.0,-1.0,
qxLxjklMXBY,Standard,3.5,6.5,
4LF8ma1UNC8,Standard,5.0,0.0,
5FzMd8anHQ0,Standard,6.5,0.0,
nHxB5ErZGhI,Reaction,6.5,7.0,
mtbK71PdL40,Standard,5.0,1.0,
mP6uSQPcnF0,Standard,-1.0,-1.0,
