title,confidence_score,politics_classification,video_id,channel_id,published_at,time_delta,selection
Aus für die Systemsprenger?  Wie ein Heimleiter für gescheiterte Jugendliche kämpft | SPIEGEL TV,0.4899915754795074,0,4dfaHmC5l8w,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-30 06:00:02+00:00,-1,1
Ukrainische Entwicklung: Unterwasserdrohne gegen Putins Schwarzmeerflotte | DER SPIEGEL,0.9396923780441284,1,tW4yhXRd_t8,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-29 18:45:02+00:00,-1,1
"Flucht aus Bergkarabach: »Ich bin wütend auf die ganze Welt, die sieht einfach nur zu« | DER SPIEGEL",0.0762011855840683,0,ROjGMHUdWLU,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-29 16:45:00+00:00,-1,1
Im Schützengraben: Mit dieser 36 Jahre alten Haubitze beschießen die Ukrainer die russische Armee,0.1604632586240768,0,pf_4pwgpcPg,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-29 08:30:13+00:00,-1,1
Migration: Alexander Dobrindt (CSU) und Katharina Dröge (Grüne) streiten im SPIEGEL-Talk,0.9194799661636353,1,u6O9keavO1Y,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-28 18:15:10+00:00,-1,1
Donald Trump vor Arbeitern: »Ihr werdet gar nichts mehr haben« | DER SPIEGEL,0.9329131841659546,1,qApbtH7kgfw,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-28 10:43:43+00:00,-1,1
Livestream: So will Innenministerin Faeser illegale Migration bekämpfen,0.9944666028022766,1,3Bjg8zvJGow,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-27 11:27:23+00:00,-1,1
Viktor Sokolow: Video soll totgeglaubten russischen General zeigen | DER SPIEGEL,0.9074327945709229,1,9Iy-6f_HEuE,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-27 07:51:29+00:00,-1,1
Chinas schwimmende Barriere gegen die Philippinen: »Eine Politik der Nadelstiche« | DER SPIEGEL,0.9608967304229736,1,vlnLVXH3TlE,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-27 05:30:14+00:00,-1,1
Wut auf die Regierung: Scholz und Baerbock im Wahlkampf | SPIEGEL TV,0.9973112940788268,1,mqSHru1MUpQ,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-26 05:23:19+00:00,-1,1
Lafontaine und Schröder: Wie eine Männerfeindschaft die politische Landschaft veränderte,0.9695736765861512,1,ZLdlFR6Wb5o,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-25 15:30:08+00:00,-1,1
Livestream: So will die Bundesregierung die Wohnungsbaumisere lösen,0.9904220700263976,1,NtzIl4w9TOc,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-25 12:07:28+00:00,-1,1
"Oberbürgermeisterwahl in Nordhausen: »Wir sind überglücklich, dass die AfD hier verschissen hat«",0.9784052968025208,1,mOQdKPhlq3Y,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-25 09:14:50+00:00,-1,1
"Ukraine-Krieg: »Wir werden Bachmut, Donezk und die Krim einnehmen« | DER SPIEGEL",0.9917882084846495,1,Q8DQg14t_Gk,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-25 07:39:49+00:00,-1,1
Landtagswahl in Bayern: Grün ist das Feindbild | DER SPIEGEL,0.94629967212677,1,TCWMoKghmKQ,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-23 14:22:08+00:00,-1,1
Abgerauscht! Wie Frauen der Weg aus der Sucht gelingt | SPIEGEL TV,0.016466174274683,0,50Ik8ZBC-zM,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-23 06:15:00+00:00,-1,1
Schlagabtausch im Uno-Sicherheitsrat: »Beenden Sie doch den Krieg!« | DER SPIEGEL,0.8079156875610352,1,6_U98s0IjDA,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-21 11:40:11+00:00,-1,1
Manöver »Northern Coasts«: Wie die Nato sich im Baltikum für einen Überfall wappnet | DER SPIEGEL,0.7613611221313477,1,kevxk8na05g,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-21 07:57:04+00:00,-1,1
Wolodymyr Selenskyj vor der UNO-Vollversammlung: Ringen um Ukraine-Unterstützung | DER SPIEGEL,0.9922519326210022,1,8eflQKFP748,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-20 13:19:07+00:00,-1,1
Selenskyj vor den Vereinten Nationen: »Alle zehn Jahre fängt Russland einen neuen Krieg an«,0.8242675065994263,1,t3penYXYCP8,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-20 08:03:09+00:00,-1,1
Livestream: Das sagt Wolodymyr Selenskyj vor den Vereinten Nationen | DER SPIEGEL,0.9099120497703552,1,V9QOqeJs9yA,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-19 18:22:48+00:00,-1,1
Am Limit: Flüchtlingskrise 2.0 | SPIEGEL TV,0.2216032594442367,0,btkSlmLV8xo,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-19 14:30:13+00:00,-1,1
"Aufnahmestopp in Berlin: Kaum erzogen, kaum sozialisiert – darum landen so viele Coronatiere im Heim",0.0510827377438545,0,k2fZ4G_IOyQ,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-18 17:30:04+00:00,-1,1
New York City: Alexandria Ocasio-Cortez spricht bei Klimaprotesten | DER SPIEGEL,0.9147107005119324,1,bkJhF0VHMok,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-18 15:22:54+00:00,-1,1
Berlin: Letzte Generation blockiert Berufsverkehr | DER SPIEGEL,0.2593563497066498,0,jzse8Fk-CeI,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-18 10:23:04+00:00,-1,1
Abreise von Nordkoreas Diktator: »Putin hat Kim wirklich den roten Teppich ausgerollt« | DER SPIEGEL,0.9099870324134828,1,cmS_dFGr424,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-18 07:46:17+00:00,-1,1
Wir drehen eine Runde: Tesla Model S Plaid | DER SPIEGEL,0.7113557457923889,1,72DH3G_Qpuw,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-17 06:00:02+00:00,-1,1
"Windkraft: »Man braucht ungefähr 150 Genehmigungen, um eine Anlage aufzustellen« | DER SPIEGEL",0.842215359210968,1,Gq64bce__J8,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-16 16:15:00+00:00,-1,1
26 Stockwerke Stress: Einsatz auf dem Kölnberg | SPIEGEL TV (2014),0.8390098214149475,1,Ach6fCqdL_E,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-16 06:30:03+00:00,-1,1
"Afghanistan-Veteran bei den Invictus Games: »Die beste Therapie, die mir hätte passieren können«",0.0301431324332952,0,EoXOww5vjiA,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-15 17:30:03+00:00,-1,1
Die Demokratiefeinde: Reichsbürger in Schwabenländle | SPIEGEL TV,0.8020521402359009,1,Hhv_-1nUwVw,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-15 05:30:04+00:00,-1,1
DFB-Krise: Kann Julian Nagelsmann Nationaltrainer? Lena Cassel und Béla Réthy im Talk,0.6559973955154419,1,ciwWrBoNyMI,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-14 18:00:15+00:00,-1,1
"Pennsylvania, USA: Polizei fasst ausgebrochenen Mörder Danelo Cavalcante | DER SPIEGEL",0.1510277986526489,0,wGb5OVzVAcE,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-14 17:45:02+00:00,-1,1
Flut in Libyen: »Es gibt größere Verluste als in einem Krieg« | DER SPIEGEL,0.6423764228820801,1,HCOeE2mvaEg,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-14 13:24:59+00:00,-1,1
Putin trifft Kim am Weltraumbahnhof: Der 40-Sekunden-Handschlag | DER SPIEGEL,0.8952024579048157,1,aFnG1MH4vU8,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-13 14:30:01+00:00,-1,1
"Höhlenforscher gerettet: »Als ich sah, wie er an die Oberfläche kam, weinte ich vor Glück«",0.2925952970981598,0,GpAsp3kyQQY,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-13 09:45:00+00:00,-1,1
Livestream: Das sagt Ursula von der Leyen zur Lage der EU | DER SPIEGEL,0.996271014213562,1,JCbwKGtT0RU,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-13 08:23:17+00:00,-1,1
Ukraine-Krieg: Bodycam-Aufnahmen von Kommando-Einsatz | DER SPIEGEL,0.6124255061149597,1,rrt1tY3LjeI,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-13 05:30:14+00:00,-1,1
SPIEGEL-Event zum Kampf ums Essen: »Vor vegetarischen Würstchen kann man nur warnen«,0.7771307826042175,1,0rwHsiWuPMI,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-12 17:30:01+00:00,-1,1
Livestream: So feiern die Basketball-Weltmeister | DER SPIEGEL,0.0037072526756674,0,afZlZirHChQ,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-12 09:13:06+00:00,-1,1
Ukraine-Krieg: Soldaten bergen gefallene Russen auf der »Straße des Todes« | DER SPIEGEL,0.8176382184028625,1,BMhxoBa2atc,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-12 08:51:06+00:00,-1,1
Erdbeben in Marokko: Überlebende schildern die Katastrophe | DER SPIEGEL,0.0408552847802639,0,_2nYoO-WoC0,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-11 12:32:16+00:00,-1,1
Flugzeuginnovation: 1500 Kilometer mit flüssigem Wasserstoff | DER SPIEGEL,0.3974705636501312,0,lKSeDNDFcVY,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-11 09:45:02+00:00,-1,1
Spaßmobil im Test: BeTriton - Auf großer Fahrt im Wowatüüt | DER SPIEGEL,0.0205474328249692,0,aKi8HavO4pg,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-10 06:00:00+00:00,-1,1
"Erdbeben in Marokko: Erst Panik, dann Verwüstung",0.0324055217206478,0,sCChp1yCLFM,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-09 17:34:21+00:00,-1,1
Gestrandet am Kölnberg: Hinter den Türen eines Hochhausghettos | SPIEGEL TV (2015),0.1319542676210403,0,jIJdxnU1Q38,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-09 06:00:16+00:00,-1,1
"Grünen-Landwirtschaftsminister: Sind Sie ein Verbotsminister, Herr Özdemir?",0.9568564891815186,1,1U6drKu_ipY,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 19:00:09+00:00,-1,1
Unwetter in Griechenland: »Innerhalb von fünf Stunden war alles ruiniert« | DER SPIEGEL,0.2203424423933029,0,EpuWQdk9MfI,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 17:15:01+00:00,-1,1
Seltener archäologischer Fund: Römische Schwerter aus der Wüste | DER SPIEGEL,0.1181814074516296,0,jg8dao8W8TM,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 15:17:00+00:00,-1,1
Rolling Stones stellen neues Album vor: Jammen mit Jimmy Fallon | DER SPIEGEL,0.2183358520269394,0,jpe5S-Rc0Hs,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 14:30:14+00:00,-1,1
Extremwetter in Südeuropa: Rekordregen mit fatalen Folgen | DER SPIEGEL,0.2274693250656128,0,6EXg05UgFAA,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 09:45:00+00:00,-1,1
So streiten sich Bundeskanzler Olaf Scholz und CDU-Chef Friedrich Merz im Bundestag | DER SPIEGEL,0.9711974859237672,1,oGNP4nwp4Fg,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 07:30:01+00:00,-1,1
Kiews Kriegstechnik: »Die Stunde der Drohnen« | DER SPIEGEL,0.2196721136569976,0,iaLPeD1BEyk,UC1w6pNGiiLdZgyNpXUnA4Zw,2023-09-07 05:30:08+00:00,-1,1
Mars-Mission macht riesige Entdeckung | NASA,0.2716379463672638,0,kxbO1zz5uNY,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-06 15:00:29+00:00,-1,1
Bären-Schock beim Mittag: Gefährliche Begegnung mitten in der Wildnis,0.0093490639701485,0,oEkaP_nObaA,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-06 11:00:45+00:00,-1,1
Gewaltiger Schock: Monster-Welle überrollt Urlauber | Qianting,0.0042398255318403,0,XBEtTnSxOlc,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-06 09:00:31+00:00,-1,1
Angreifer überwältigt Beamten: Brutale Attacke in Polizei-Station,0.0341406539082527,0,PupzskF2F90,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-05 15:00:17+00:00,-1,1
Ukrainer legen Russen mit Attrappe rein | BILD-Lagezentrum,0.4327824413776397,0,klmQk-iICe4,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-05 14:00:28+00:00,-1,1
Russischer Flughafen getroffen: Drohnen-Angriff auf Putins Urlaubsort | Sotschi,0.7313464879989624,1,I1joJUHLWSc,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-05 11:00:21+00:00,-1,1
Jetski-Angriff auf dem Schwarzen Meer | Ukraine-Krieg,0.2935816943645477,0,ZSiDy9PpV-k,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-05 09:00:31+00:00,-1,1
Ukraine-Pilot packt aus: So tödlich ist der Luftkampf gegen Putin | Ukraine-Krieg,0.1093248277902603,0,rY-A7vZ_ZUk,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-04 16:00:48+00:00,-1,1
Mit voller Absicht ins Polizeirevier: Täter jubelt nach Amokfahrt,0.0090377544984221,0,yciuri7FALk,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-04 15:00:48+00:00,-1,1
Russen erleiden schwere Verluste im Süden | BILD-Lagezentrum,0.6557770371437073,1,-6NuYVwt96U,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-04 13:00:00+00:00,-1,1
Feuer-Tragödie: Hochzeits-Feier wird zur Todesfalle,0.0921144783496856,0,u08if9aO3zQ,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-04 12:00:54+00:00,-1,1
Donald Trump macht sich über Joe Biden lustig,0.9051966667175292,1,79ZcN0o4QDI,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-04 11:00:05+00:00,-1,1
Tragischer Unfall: Mehr als 21 Tote bei Brückensturz in Venedig,0.3656831681728363,0,nEhpnHSFklk,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-04 10:00:39+00:00,-1,1
Jugendlichen-Mob verhöhnt die Polizei | Frankfurt,0.0101304119452834,0,QoefSGGPuig,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-03 15:00:29+00:00,-1,1
Schweizer Gletscher schmelzen in Rekordzeit | Zeitraffer-Video,0.0156711786985397,0,7Vzzoe5dHqY,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-03 11:00:04+00:00,-1,1
Mega-Jacht „Octopus“ in deutschem Hafen,0.1529156267642974,0,qWcYEPzOjFE,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-02 16:00:39+00:00,-1,1
Kampf um Leben und Tod: Nilpferd stürzt sich auf Tierpfleger,0.1798184216022491,0,_k-K3c7m_x4,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-02 15:00:26+00:00,-1,1
Russland nutzt offiziell iranische Waffen | BILD-Lagezentrum,0.0813827514648437,0,IIax_KjYeUY,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-02 14:00:10+00:00,-1,1
Todesschüsse in Hamburg: Killer-Kommando richtet Mann vor Bar hin,0.0572556070983409,0,iXWRDmroVB8,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-02 13:00:40+00:00,-1,1
Betrunkene Mutter randaliert im Aufzug: Tochter muss alles mit angucken,0.080429658293724,0,ujTs2I1vXRU,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-02 09:00:36+00:00,-1,1
Neue Stufe der Gewalt: Bank-Bomber schlagen mit Sprengstoff zu | Zitzow,0.0486765652894973,0,Y_gxWqQhLMU,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-01 15:00:34+00:00,-1,1
Otter-Mutter verschollen: Brutale Orca-Attacke auf Baby,0.1406900733709335,0,qfrmCo6EgI4,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-01 13:00:47+00:00,-1,1
"Justiz-Irrsinn um Maddie McCann: 5 Fragen, 5 Antworten | Kai Feldhaus",0.0107975685968995,0,uE6CWDBDnec,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-01 11:00:43+00:00,-1,1
Neuer Bericht aufgetaucht: US-Grenzschutz veröffentlicht UFO-Videos,0.1763876527547836,0,V_rrDQIXMIs,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-10-01 09:00:21+00:00,-1,1
Panik im Zirkus: Löwe verbeißt sich in Dompteur,0.0965353175997734,0,52e3LoUVZpk,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-30 13:00:04+00:00,-1,1
Stich-Attacke auf Polizisten: Wespen-Angriff bei Festnahme,0.4884663820266723,0,OWt-J91YJuo,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-30 11:00:15+00:00,-1,1
Dreister Diebstahl: Sicherheitsbeamtin verschluckt Geldscheine | Flughafen,0.0408074744045734,0,QQsFfFDyw9U,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-30 09:00:13+00:00,-1,1
Ukrainer bauen „Todeszapfen“-Drohne: Das ist „Marichka“ | Ukraine-Krieg,0.0106628071516752,0,ZV_QfefxWYk,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-30 07:00:12+00:00,-1,1
Deppen-Diebe machen alles falsch: Einbruch in Gartenlaube | Dresden,0.0058312714099884,0,Fhvt6Kp5s50,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-29 17:00:10+00:00,-1,1
Taucher zerschneidet Schiffs-Blockade: Streit mit China eskaliert | Philippinen,0.9285385012626648,1,fJg1CcivZcw,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-29 15:00:37+00:00,-1,1
Wütender Elefant rastet aus: Elefantendame kämpft um ihr Zuhause,0.0297883078455925,0,9Le6tzYTLRE,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-29 13:00:07+00:00,-1,1
Großalarm in Rotterdam: Mann erschießt drei Menschen im Erasmus-Krankenhaus,0.2254166007041931,0,Zo3lwkZ2B6E,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-29 10:16:09+00:00,-1,1
Gewaltausbruch gegen Pariser Polizei: Randale außer Kontrolle | Frankenreich,0.0054586608894169,0,EMEKB8RlhpI,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-29 09:00:16+00:00,-1,1
Flugzeug von Wagner-Söldnern explodiert,0.1030695661902427,0,wEQ-m6BUxn8,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-29 07:00:33+00:00,-1,1
Eltern unter Schock: Mutmaßlicher Täter reißt Joel (6) aus dem Leben | Pragelsdorf,0.060668371617794,0,moeFHpB4U_I,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-28 17:00:36+00:00,-1,1
Radfahrer vs. Klima-Kleber: Klima-Chaoten von Straße geprügelt,0.9622852206230164,1,hB4ZH7W761U,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-28 15:00:37+00:00,-1,1
"Schwerer Unfall auf A10: Raser kracht ungebremst in Transporter | Oranienburg, Brandenburg",0.0805742293596267,0,xw5ZUqmUdAA,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-28 14:00:47+00:00,-1,1
Dreiste Benzin-Klau-Bande: Lebensgefahr an der Tanke | Altforweiler,0.0857475399971008,0,9NspOEFvbHo,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-28 13:00:07+00:00,-1,1
Gewaltige Treffer: Drohne zerstört Bunker im Wald | Ukraine-Krieg,0.1747620999813079,0,trcB010jTV0,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-28 11:00:43+00:00,-1,1
Aufgespürt und ausgeschaltet: Drohne vernichtet Putins Panzerhaubitze | Ukraine-Krieg,0.4517194628715515,0,iMPaRnc4zyE,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-28 09:00:34+00:00,-1,1
F-35 Kampfjet: Bester Kampfjet der Welt landet auf Autobahn | Finnland,0.0358638055622577,0,AS-RAWDgmdg,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-27 15:30:03+00:00,-1,1
Russische Schwarzmeer-Flotte schwer getroffen | Ukrainische Gegenoffensive (Sewastopol),0.1394110023975372,0,KJ1WDbHG14w,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-27 14:30:08+00:00,-1,1
Moskau nutzt neue Strategie gegen Kiews Luftwaffe | BILD-Lagezentrum,0.4904796779155731,0,gjUkv3Yy52I,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-27 13:30:21+00:00,-1,1
Abstieg Deutschland: Der Zerfall des Ruhrpotts | BILD Reportage,0.5485525727272034,1,5rwzduzhrak,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-26 15:00:04+00:00,-1,1
Deutsche „Marder“ retten Ukrainern das Leben | BILD-Lagezentrum,0.3110082149505615,0,TZxYNysZV90,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-26 12:00:34+00:00,-1,1
Ukraine startet Bodenoffensive auf strategisches Dorf | BILD Lagezentrum,0.8185555338859558,1,w_r9GSfpH9I,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-25 15:46:53+00:00,-1,1
Peter Pan – Eine Fähre wird vergrößert | XXL Werkstatt – BILD Doku,0.1294027417898178,0,oMUzzPlEc9Y,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-24 10:00:40+00:00,-1,1
HDMS Absalon – Kriegsschiff im Trockendock | XXL Werkstatt – BILD Doku,0.0783774405717849,0,NNTypQpLeQQ,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-23 10:00:18+00:00,-1,1
Blackout-Gefahr: Sonnenstürme – Das kosmische Spektakel | BILD Doku,0.1037486344575882,0,aKNx7TDyD08,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-22 17:00:00+00:00,-1,1
Der unaufhaltsame Anstieg: Wenn das Meer zur Gefahr wird | BILD Doku,0.2492872774600982,0,IRuG8LMJGLg,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-21 17:00:11+00:00,-1,1
Herzzerreißende Bilder: Braunbär steckt tagelang in Plastik-Falle | Spanien,0.0625883638858795,0,_t8zW7x7wHI,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-21 13:00:28+00:00,-1,1
Entführung in Thailand: Gefesselte Geisel kann nach Unfall entkommen,0.0327827222645282,0,T56nQRptads,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-21 12:00:21+00:00,-1,1
Irre Wasserschlacht: Epischer Kampf der Urzeittiere!,0.015633562579751,0,MxsQ64FxwmM,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-21 11:00:18+00:00,-1,1
"Seit 1,5 Jahren darf Oligarchen-Jacht nicht auslaufen | Triest (Italien)",0.5282900929450989,1,vLbUSWTJQNo,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-21 10:00:51+00:00,-1,1
Zivile Ziele in Lemberg: Heftiger Beschuss nahe polnischer Grenze | Lemberg,0.0091256378218531,0,8Vhnn10-Sto,UC4zcMHyrT_xyWlgy5WGpFFQ,2023-09-21 09:00:06+00:00,-1,1
